address,size,price,garage,bedroom,bathroom,url
"Batel, Curitiba - PR",80,R$ 930.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-80m2-venda-RS930000-id-2501538567/
"Rua Luísa Dariva - Campina do Siqueira, Curitiba - PR",433,R$ 7.594.149,4 Vagas,4 Quartos,6 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-campina-do-siqueira-bairros-curitiba-com-garagem-433m2-venda-RS7594149-id-2510357635/
"Rua São Pedro, 84 - Cabral, Curitiba - PR",240,R$ 2.926.000,3 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-240m2-venda-RS2926000-id-2509037213/
"Ecoville, Curitiba - PR",50,R$ 289.900,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ecoville-bairros-curitiba-com-garagem-50m2-venda-RS289900-id-2503133376/
"Rua Doutor Joaquim Ignácio Silveira da Motta - Guabirotuba, Curitiba - PR",68,R$ 650.000,3 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-guabirotuba-bairros-curitiba-com-garagem-68m2-venda-RS650000-id-2506950716/
"Bigorrilho, Curitiba - PR",102,R$ 820.781,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-102m2-venda-RS820781-id-2507574238/
"Rua Coronel Joaquim Ignácio Taborda Ribas, 701 - Bigorrilho, Curitiba - PR",160,R$ 890.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-160m2-venda-RS890000-id-2492212655/
"Rua João Américo de Oliveira, 795 - Cabral, Curitiba - PR",420,R$ 4.900.000,4 Vagas,4 Quartos,6 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-420m2-venda-RS4900000-id-2500311958/
"Rua Lamenha Lins, 585 - Centro, Curitiba - PR",176,R$ 930.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-176m2-venda-RS930000-id-2500633917/
"Rua Guaratuba, 274 - Ahú, Curitiba - PR",156,R$ 1.835.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-156m2-venda-RS1835000-id-2503022132/
"Rua Rio Iriri, 10 - Bairro Alto, Curitiba - PR",64,R$ 249.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bairro-alto-bairros-curitiba-com-garagem-64m2-venda-RS249000-id-2510561902/
"Rua Paulo Gorski, 2165 - Ecoville, Curitiba - PR",163,R$ 1.375.000,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-163m2-venda-RS1375000-id-2502332689/
"Rua Tamoios - Vila Izabel, Curitiba - PR",112,R$ 1.305.500,2 Vagas,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-112m2-venda-RS1305500-id-2497650159/
"Batel, Curitiba - PR",114,R$ 700.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-114m2-venda-RS700000-id-2491013890/
"Juvevê, Curitiba - PR",48,R$ 270.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-48m2-venda-RS270000-id-2508295927/
"Avenida Visconde de Guarapuava - Batel, Curitiba - PR",181,R$ 780.000,2 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-181m2-venda-RS780000-id-2506950979/
"Rua Monsenhor Ivo Zanlorenzi, 4400 - Ecoville, Curitiba - PR",113,R$ 900.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-113m2-venda-RS900000-id-2510805209/
"Rua Monsenhor Ivo Zanlorenzi, 4400 - Mossunguê, Curitiba - PR",113,R$ 900.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-113m2-venda-RS900000-id-2510805419/
"Rua José Loureiro, 1893 - Lindóia, Curitiba - PR",56,R$ 265.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lindoia-bairros-curitiba-com-garagem-56m2-venda-RS265000-id-2503844801/
"Avenida Nossa Senhora da Luz, 636 - Bacacheri, Curitiba - PR",499,R$ 6.094.000,4 Vagas,4 Quartos,7 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bacacheri-bairros-curitiba-com-garagem-499m2-venda-RS6094000-id-2505777907/
"Água Verde, Curitiba - PR",141,R$ 1.200.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-141m2-venda-RS1200000-id-2507104201/
"Avenida Visconde de Guarapuava - Batel, Curitiba - PR",29,R$ 335.500,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-batel-bairros-curitiba-com-garagem-29m2-venda-RS335500-id-2499558941/
"Rua Bom Jesus, 593 - Cabral, Curitiba - PR",215,R$ 2.593.095,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-215m2-venda-RS2593095-id-2509038817/
"Água Verde, Curitiba - PR",65,R$ 444.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-65m2-venda-RS444000-id-2507575683/
"Rua Maria Clara, 33 - Alto da Glória, Curitiba - PR",75,R$ 778.700,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-da-gloria-bairros-curitiba-com-garagem-75m2-venda-RS778700-id-2498414778/
"Rua Jornalista Caio Machado - Santa Quitéria, Curitiba - PR",52,R$ 249.000,-- Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-quiteria-bairros-curitiba-52m2-venda-RS249000-id-2503490046/
"Rua Padre Anchieta, 1137 - Champagnat, Curitiba - PR",116,R$ 700.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-116m2-venda-RS700000-id-2504152980/
"Rua David Tows, 3599 - Sitio Cercado, Curitiba - PR",46,R$ 135.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-sitio-cercado-bairros-curitiba-com-garagem-46m2-venda-RS135000-id-2501289000/
"Rua Alferes Ângelo Sampaio - Batel, Curitiba - PR",106,R$ 1.083.800,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-106m2-venda-RS1083800-id-2491646096/
"Avenida Visconde de Guarapuava, 3670 - Batel, Curitiba - PR",92,R$ 826.700,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-92m2-venda-RS826700-id-2508723709/
"Rua David Carneiro - São Francisco, Curitiba - PR",113,R$ 450.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-francisco-bairros-curitiba-com-garagem-113m2-venda-RS450000-id-2499905929/
"Rua Cândido Xavier - Água Verde, Curitiba - PR",325,R$ 3.000.000,3 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-325m2-venda-RS3000000-id-2443621680/
"Rua Marquês do Paraná, 1401 - Água Verde, Curitiba - PR",107,R$ 947.884,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-107m2-venda-RS947884-id-2441916677/
"Rua Pasteur - Batel, Curitiba - PR",117,R$ 560.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-117m2-venda-RS560000-id-2490452050/
"Rua Deputado Heitor Alencar Furtado, 3980 - Ecoville, Curitiba - PR",175,R$ 1.690.000,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-175m2-venda-RS1690000-id-2499399919/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Rua Nicolau Maeder, 184 - Alto da Glória, Curitiba - PR",42,R$ 395.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-alto-da-gloria-bairros-curitiba-com-garagem-42m2-venda-RS395000-id-2470962778/
"Rua Lamenha Lins, 601 - Centro, Curitiba - PR",159,R$ 975.000,1 Vaga,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-159m2-venda-RS975000-id-2495913041/
"Tatuquara, Curitiba - PR",42,R$ 135.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tatuquara-bairros-curitiba-com-garagem-42m2-venda-RS135000-id-2481816104/
"Cristo Rei, Curitiba - PR",211,R$ 741.837,2 Vagas,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-211m2-venda-RS741837-id-2500896679/
"Rua Álvaro Alvim, 286 - Seminário, Curitiba - PR",73,R$ 628.062,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-seminario-bairros-curitiba-com-garagem-73m2-venda-RS628062-id-2504698307/
"Rua Bernardo Glodzinski - Tingui, Curitiba - PR",50,R$ 219.900,-- Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tingui-bairros-curitiba-50m2-venda-RS219900-id-2503490885/
"Cristo Rei, Curitiba - PR",70,R$ 605.000,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-70m2-venda-RS605000-id-2510458590/
"Avenida Silva Jardim, 1514 - Batel, Curitiba - PR",93,R$ 365.000,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-93m2-venda-RS365000-id-2490987736/
"Rua Francisco Derosso, 375 - Xaxim, Curitiba - PR",58,R$ 245.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-xaxim-bairros-curitiba-com-garagem-58m2-venda-RS245000-id-2510437739/
"Rua Martim Afonso - Bigorrilho, Curitiba - PR",254,R$ 875.000,2 Vagas,4 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-254m2-venda-RS875000-id-2482979974/
"Bigorrilho, Curitiba - PR",184,R$ 1.798.230,3 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-184m2-venda-RS1798230-id-2505344328/
"Rua Engenheiros Rebouças - Jardim Botânico, Curitiba - PR",91,R$ 720.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-botanico-bairros-curitiba-com-garagem-91m2-venda-RS720000-id-2508236205/
"Rua Brigadeiro Franco, 1766 - Centro, Curitiba - PR",115,R$ 487.000,1 Vaga,4 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-curitiba-com-garagem-115m2-venda-RS487000-id-2497702430/
"Rua Eduardo Pinto da Rocha - Sitio Cercado, Curitiba - PR",47,R$ 140.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-sitio-cercado-bairros-curitiba-com-garagem-47m2-venda-RS140000-id-1217345474/
"Rua General Anor Pinho - Boa Vista, Curitiba - PR",60,R$ 280.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-60m2-venda-RS280000-id-2501005794/
"Rua José Carolo, 832 - Mossunguê, Curitiba - PR",61,R$ 479.900,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-mossungue-bairros-curitiba-com-garagem-61m2-venda-RS479900-id-2489268886/
"Rua Brasílio Itiberê, 2433 - Rebouças, Curitiba - PR",87,R$ 350.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-reboucas-bairros-curitiba-com-garagem-87m2-venda-RS350000-id-2495039298/
"Rebouças, Curitiba - PR",72,R$ 495.000,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-reboucas-bairros-curitiba-com-garagem-72m2-venda-RS495000-id-2506356392/
"Avenida Água Verde - Água Verde, Curitiba - PR",95,R$ 650.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-95m2-venda-RS650000-id-2510997480/
"Ecoville, Curitiba - PR",73,R$ 435.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-73m2-venda-RS435000-id-2500770716/
"Rua Desembargador Otávio do Amaral, 1091 - Bigorrilho, Curitiba - PR",83,R$ 550.000,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-83m2-venda-RS550000-id-2496461973/
"Rua Anna Dinarowski Sobczyk, 57 - Cidade Industrial, Curitiba - PR",69,R$ 401.626,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-69m2-venda-RS401626-id-2457340551/
"Rua Euclides da Cunha, 1560 - Champagnat, Curitiba - PR",110,R$ 535.000,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-110m2-venda-RS535000-id-2509450013/
"Rua Nicolau Maeder - Juvevê, Curitiba - PR",219,R$ 2.480.000,3 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-219m2-venda-RS2480000-id-2509529601/
"Rua Pedro Viriato de Souza, 1861 - Ecoville, Curitiba - PR",350,R$ 2.900.000,5 Vagas,4 Quartos,6 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-350m2-venda-RS2900000-id-2503641979/
"Alameda Júlia da Costa, 1500 - Bigorrilho, Curitiba - PR",260,R$ 1.390.000,3 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-260m2-venda-RS1390000-id-93879019/
"Avenida Sete de Setembro, 5082 - Batel, Curitiba - PR",114,R$ 795.000,1 Vaga,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-114m2-venda-RS795000-id-2508670081/
"Rua Carlos Eduardo Leão, 99 - Alto da Glória, Curitiba - PR",199,R$ 1.705.827,1 Vaga,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-199m2-venda-RS1705827-id-2507559086/
"Rua Dom Pedro I, 80 - Água Verde, Curitiba - PR",88,R$ 520.000,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-88m2-venda-RS520000-id-2504175376/
"Rua Desembargador Motta, 3510 - Bigorrilho, Curitiba - PR",118,R$ 920.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-118m2-venda-RS920000-id-2509298905/
"Alameda Júlia da Costa, 2350 - Champagnat, Curitiba - PR",123,R$ 780.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-123m2-venda-RS780000-id-2508724207/
"Rua Desembargador Otávio do Amaral - Mercês, Curitiba - PR",145,R$ 1.192.589,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-145m2-venda-RS1192589-id-2501660295/
"Água Verde, Curitiba - PR",95,R$ 390.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-95m2-venda-RS390000-id-2469115083/
"Rua Francisco Torres, 471 - Centro, Curitiba - PR",102,R$ 425.000,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-102m2-venda-RS425000-id-2456766715/
"Travessa Luiz Gama, 168 - Bigorrilho, Curitiba - PR",156,R$ 1.100.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-156m2-venda-RS1100000-id-2509732911/
"Rua Moyses Marcondes - Juvevê, Curitiba - PR",135,R$ 690.000,2 Vagas,4 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-135m2-venda-RS690000-id-1244045488/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Rua Francisco Rocha, 165 - Batel, Curitiba - PR",130,R$ 1.940.000,3 Vagas,2 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-130m2-venda-RS1940000-id-2493070451/
"Mossunguê, Curitiba - PR",50,R$ 274.900,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-mossungue-bairros-curitiba-com-garagem-50m2-venda-RS274900-id-2497432312/
"Rua Augusto de Mari, 3249 - Água Verde, Curitiba - PR",73,R$ 408.700,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-73m2-venda-RS408700-id-2496252900/
"Rua Euzébio da Motta - Alto da Glória, Curitiba - PR",118,R$ 1.311.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-118m2-venda-RS1311000-id-2500898045/
"Portão, Curitiba - PR",53,R$ 280.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-53m2-venda-RS280000-id-92781398/
"Rua Paraguassu, 645 - Alto da Glória, Curitiba - PR",66,R$ 390.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-66m2-venda-RS390000-id-2507682586/
"Rua Professor João Mazzarotto, 61 - Capão Raso, Curitiba - PR",131,R$ 789.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-131m2-venda-RS789000-id-2506963474/
"Rua Antônio Zanon, 190 - Tatuquara, Curitiba - PR",47,R$ 162.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tatuquara-bairros-curitiba-com-garagem-47m2-venda-RS162000-id-2505048685/
"Rua Curupaitis, 704 - Santa Quitéria, Curitiba - PR",53,R$ 210.000,1 Vaga,1 Quarto,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-1-quartos-santa-quiteria-bairros-curitiba-com-garagem-53m2-venda-RS210000-id-2506963282/
"Tingui, Curitiba - PR",51,R$ 227.900,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-51m2-venda-RS227900-id-2503707673/
"Avenida Nossa Senhora da Luz, 636 - Cabral, Curitiba - PR",346,R$ 5.953.125,4 Vagas,4 Quartos,6 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-346m2-venda-RS5953125-id-2507560015/
"Avenida Santa Bernadethe, 690 - Portão, Curitiba - PR",56,R$ 210.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-56m2-venda-RS210000-id-2504001648/
"Rua Anna Gbur Barcik - Santo Inácio, Curitiba - PR",121,R$ 550.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santo-inacio-bairros-curitiba-com-garagem-121m2-venda-RS550000-id-2499365166/
"Bacacheri, Curitiba - PR",51,R$ 325.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-51m2-venda-RS325000-id-2510749593/
"Rua Coronel Pedro Scherer Sobrinho, 152 - Cristo Rei, Curitiba - PR",113,R$ 920.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-113m2-venda-RS920000-id-2504635181/
"Rua Trajano Reis, 248 - São Francisco, Curitiba - PR",170,R$ 478.000,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-francisco-bairros-curitiba-com-garagem-170m2-venda-RS478000-id-2496770077/
"Boa Vista, Curitiba - PR",60,R$ 388.238,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-60m2-venda-RS388238-id-2506966707/
"Alameda Cabral - Centro, Curitiba - PR",207,R$ 1.680.000,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-207m2-venda-RS1680000-id-2506949621/
"Rua Odilon de Santa Rita Borba, 116 - Bacacheri, Curitiba - PR",60,R$ 289.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-60m2-venda-RS289000-id-2500510333/
"Portão, Curitiba - PR",62,R$ 265.800,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-62m2-venda-RS265800-id-2495158591/
"Rua Sílvio Piotto, 75 - Campo Comprido, Curitiba - PR",50,R$ 265.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-campo-comprido-bairros-curitiba-com-garagem-50m2-venda-RS265000-id-2501400393/
"Travessa Doutor Flávio Luz, 83 - Juvevê, Curitiba - PR",107,R$ 650.000,1 Vaga,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-107m2-venda-RS650000-id-2459826188/
"Rua Monsenhor Ivo Zanlorenzi - Mossunguê, Curitiba - PR",125,R$ 920.000,2 Vagas,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-125m2-venda-RS920000-id-2468540936/
"Rua Saldanha Marinho - Bigorrilho, Curitiba - PR",372,R$ 5.952.000,5 Vagas,4 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-372m2-venda-RS5952000-id-2504796875/
"Rua Brigadeiro Franco - Centro, Curitiba - PR",220,R$ 990.000,2 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-curitiba-com-garagem-220m2-venda-RS990000-id-2482655787/
"Batel, Curitiba - PR",257,R$ 3.955.588,4 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-257m2-venda-RS3955588-id-2485983725/
"Rua Martim Afonso, 1168 - Mercês, Curitiba - PR",54,R$ 395.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-54m2-venda-RS395000-id-86351844/
"Rua Alberto Folloni, 749 - Ahú, Curitiba - PR",148,R$ 1.400.000,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-148m2-venda-RS1400000-id-2443805517/
"Rua Atílio Bório - Cristo Rei, Curitiba - PR",99,R$ 430.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-99m2-venda-RS430000-id-2509063004/
"Rua André de Barros - Centro, Curitiba - PR",52,R$ 789.150,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-52m2-venda-RS789150-id-2504796292/
"Rua Nicolau Gulbino, 245 - Capão da Imbuia, Curitiba - PR",46,R$ 220.900,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capao-da-imbuia-bairros-curitiba-com-garagem-46m2-venda-RS220900-id-2510562121/
"Rua Doutor Edemar Ernsen, 185 - Campo Comprido, Curitiba - PR",41,R$ 212.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-41m2-venda-RS212000-id-2509642095/
